NMUNI;DIST;SECC;MESA;NLOCAL;NLOCALB;INFADICIONAL;DIRMESA1;DIRMESA2;DIRMESA3;DIRMESA4;CARGOFINAL;NOLISTA;GRES;IDENT;NOMBRE;APELLIDO1;APELLIDO2;DOMI1;DOMI2;DOMI3;DOMI4;DOMI5;CPOSTAL;Urtea;Hilabetea;Eguna;Jaiotze-Data;Jaiotze-Data
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;PS10;295;4;00000684A;IZENA0685;ABIZENA10685;ABIZENA20685;HELBIDEA00685;PASAI TRINTXERPE;PASAIA;;;20110;2000;8;31;2000/8/31;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;PS11;105;4;00000685A;IZENA0686;ABIZENA10686;ABIZENA20686;HELBIDEA00686;PASAI TRINTXERPE;PASAIA;;;20110;1974;5;6;1974/5/6;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;PS12;430;4;00000686A;IZENA0687;ABIZENA10687;ABIZENA20687;HELBIDEA00687;PASAI TRINTXERPE;PASAIA;;;20110;1997;1;18;1997/1/18;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;PS13;483;4;00000687A;IZENA0688;ABIZENA10688;ABIZENA20688;HELBIDEA00688;PASAI TRINTXERPE;PASAIA;;;20110;1999;12;4;1999/12/4;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;PS14;197;4;00000688A;IZENA0689;ABIZENA10689;ABIZENA20689;HELBIDEA00689;PASAI TRINTXERPE;PASAIA;;;20110;1971;5;3;1971/5/3;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V1;365;4;00000689A;IZENA0690;ABIZENA10690;ABIZENA20690;HELBIDEA00690;PASAI TRINTXERPE;PASAIA;;;20110;1961;7;28;1961/7/28;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V1S1;418;3;00000690A;IZENA0691;ABIZENA10691;ABIZENA20691;HELBIDEA00691;PASAI TRINTXERPE;PASAIA;;;20110;1972;9;25;1972/9/25;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V1S2;104;4;00000691A;IZENA0692;ABIZENA10692;ABIZENA20692;HELBIDEA00692;PASAI TRINTXERPE;PASAIA;;;20110;1991;1;11;1991/1/11;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V1S3;150;4;00000692A;IZENA0693;ABIZENA10693;ABIZENA20693;HELBIDEA00693;PASAI TRINTXERPE;PASAIA;;;20110;1999;11;27;1999/11/27;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V1S4;452;2;00000693A;IZENA0694;ABIZENA10694;ABIZENA20694;HELBIDEA00694;PASAI TRINTXERPE;PASAIA;;;20110;1979;5;14;1979/5/14;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V1S5;368;3;00000694A;IZENA0695;ABIZENA10695;ABIZENA20695;HELBIDEA00695;PASAI TRINTXERPE;PASAIA;;;20110;1995;9;21;1995/9/21;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V1S6;205;3;00000695A;IZENA0696;ABIZENA10696;ABIZENA20696;HELBIDEA00696;PASAI TRINTXERPE;PASAIA;;;20110;1990;8;31;1990/8/31;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V1S7;169;3;00000696A;IZENA0697;ABIZENA10697;ABIZENA20697;HELBIDEA00697;PASAI TRINTXERPE;PASAIA;;;20110;1977;7;13;1977/7/13;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V1S8;447;4;00000697A;IZENA0698;ABIZENA10698;ABIZENA20698;HELBIDEA00698;PASAI TRINTXERPE;PASAIA;;;20110;1972;1;18;1972/1/18;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V1S9;505;4;00000698A;IZENA0699;ABIZENA10699;ABIZENA20699;HELBIDEA00699;PASAI TRINTXERPE;PASAIA;;;20110;1989;11;20;1989/11/20;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V1S10;172;3;00000699A;IZENA0700;ABIZENA10700;ABIZENA20700;HELBIDEA00700;PASAI TRINTXERPE;PASAIA;;;20110;1964;5;27;1964/5/27;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V1S11;382;3;00000700A;IZENA0701;ABIZENA10701;ABIZENA20701;HELBIDEA00701;PASAI TRINTXERPE;PASAIA;;;20110;1975;5;27;1975/5/27;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V1S12;414;4;00000701A;IZENA0702;ABIZENA10702;ABIZENA20702;HELBIDEA00702;PASAI TRINTXERPE;PASAIA;;;20110;1984;12;31;1984/12/31;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V1S13;473;4;00000702A;IZENA0703;ABIZENA10703;ABIZENA20703;HELBIDEA00703;PASAI TRINTXERPE;PASAIA;;;20110;1961;7;12;1961/7/12;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V1S14;229;4;00000703A;IZENA0704;ABIZENA10704;ABIZENA20704;HELBIDEA00704;PASAI TRINTXERPE;PASAIA;;;20110;1966;10;31;1966/10/31;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V2;291;4;00000704A;IZENA0705;ABIZENA10705;ABIZENA20705;HELBIDEA00705;PASAI TRINTXERPE;PASAIA;;;20110;1997;7;28;1997/7/28;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V2S1;404;4;00000705A;IZENA0706;ABIZENA10706;ABIZENA20706;HELBIDEA00706;PASAI TRINTXERPE;PASAIA;;;20110;1976;3;27;1976/3/27;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V2S2;396;4;00000706A;IZENA0707;ABIZENA10707;ABIZENA20707;HELBIDEA00707;PASAI TRINTXERPE;PASAIA;;;20110;1983;6;22;1983/6/22;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V2S3;178;3;00000707A;IZENA0708;ABIZENA10708;ABIZENA20708;HELBIDEA00708;PASAI TRINTXERPE;PASAIA;;;20110;1975;10;11;1975/10/11;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V2S4;422;3;00000708A;IZENA0709;ABIZENA10709;ABIZENA20709;HELBIDEA00709;PASAI TRINTXERPE;PASAIA;;;20110;1975;4;14;1975/4/14;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V2S5;379;3;00000709A;IZENA0710;ABIZENA10710;ABIZENA20710;HELBIDEA00710;PASAI TRINTXERPE;PASAIA;;;20110;1980;12;20;1980/12/20;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V2S6;289;4;00000710A;IZENA0711;ABIZENA10711;ABIZENA20711;HELBIDEA00711;PASAI TRINTXERPE;PASAIA;;;20110;1959;9;19;1959/9/19;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V2S7;62;4;00000711A;IZENA0712;ABIZENA10712;ABIZENA20712;HELBIDEA00712;PASAI TRINTXERPE;PASAIA;;;20110;1969;3;31;1969/3/31;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V2S8;412;4;00000712A;IZENA0713;ABIZENA10713;ABIZENA20713;HELBIDEA00713;PASAI TRINTXERPE;PASAIA;;;20110;1985;6;23;1985/6/23;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V2S9;234;3;00000713A;IZENA0714;ABIZENA10714;ABIZENA20714;HELBIDEA00714;PASAI TRINTXERPE;PASAIA;;;20110;1979;2;4;1979/2/4;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V2S10;162;4;00000714A;IZENA0715;ABIZENA10715;ABIZENA20715;HELBIDEA00715;PASAI TRINTXERPE;PASAIA;;;20110;1980;10;13;1980/10/13;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V2S11;280;3;00000715A;IZENA0716;ABIZENA10716;ABIZENA20716;HELBIDEA00716;PASAI TRINTXERPE;PASAIA;;;20110;1990;12;10;1990/12/10;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V2S12;201;4;00000716A;IZENA0717;ABIZENA10717;ABIZENA20717;HELBIDEA00717;PASAI TRINTXERPE;PASAIA;;;20110;1968;4;16;1968/4/16;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V2S13;415;3;00000717A;IZENA0718;ABIZENA10718;ABIZENA20718;HELBIDEA00718;PASAI TRINTXERPE;PASAIA;;;20110;1958;8;17;1958/8/17;2021-05-05
PASAIA;4;2;B;TENENCIA DE ALCALDIA TRINTXERPE;;;. EUSKADI ETORBIDEA S/N;PASAI TRINTXERPE;;;V2S14;334;3;00000718A;IZENA0719;ABIZENA10719;ABIZENA20719;HELBIDEA00719;PASAI TRINTXERPE;PASAIA;;;20110;1960;5;18;1960/5/18;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;P;143;4;00000719A;IZENA0720;ABIZENA10720;ABIZENA20720;HELBIDEA00720;PASAI TRINTXERPE;PASAIA;;;20110;1962;6;14;1962/6/14;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;PS1;10;4;00000720A;IZENA0721;ABIZENA10721;ABIZENA20721;HELBIDEA00721;PASAI TRINTXERPE;PASAIA;;;20110;1965;7;27;1965/7/27;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;PS2;379;4;00000721A;IZENA0722;ABIZENA10722;ABIZENA20722;HELBIDEA00722;PASAI TRINTXERPE;PASAIA;;;20110;1988;1;16;1988/1/16;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;PS3;220;4;00000722A;IZENA0723;ABIZENA10723;ABIZENA20723;HELBIDEA00723;PASAI TRINTXERPE;PASAIA;;;20110;1996;6;29;1996/6/29;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;PS4;56;4;00000723A;IZENA0724;ABIZENA10724;ABIZENA20724;HELBIDEA00724;PASAI TRINTXERPE;PASAIA;;;20110;1984;5;27;1984/5/27;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;PS5;15;4;00000724A;IZENA0725;ABIZENA10725;ABIZENA20725;HELBIDEA00725;PASAI TRINTXERPE;PASAIA;;;20110;1972;6;7;1972/6/7;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;PS6;551;4;00000725A;IZENA0726;ABIZENA10726;ABIZENA20726;HELBIDEA00726;PASAI TRINTXERPE;PASAIA;;;20110;2004;11;16;2004/11/16;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;PS7;203;4;00000726A;IZENA0727;ABIZENA10727;ABIZENA20727;HELBIDEA00727;PASAI TRINTXERPE;PASAIA;;;20110;1985;3;27;1985/3/27;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;PS8;509;4;00000727A;IZENA0728;ABIZENA10728;ABIZENA20728;HELBIDEA00728;PASAI TRINTXERPE;PASAIA;;;20110;1968;2;25;1968/2/25;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;PS9;223;4;00000728A;IZENA0729;ABIZENA10729;ABIZENA20729;HELBIDEA00729;PASAI TRINTXERPE;PASAIA;;;20110;1974;8;4;1974/8/4;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;PS10;454;4;00000729A;IZENA0730;ABIZENA10730;ABIZENA20730;HELBIDEA00730;PASAI TRINTXERPE;PASAIA;;;20110;1978;6;17;1978/6/17;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;PS11;157;4;00000730A;IZENA0731;ABIZENA10731;ABIZENA20731;HELBIDEA00731;PASAI TRINTXERPE;PASAIA;;;20110;1965;1;26;1965/1/26;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;PS12;186;4;00000731A;IZENA0732;ABIZENA10732;ABIZENA20732;HELBIDEA00732;PASAI TRINTXERPE;PASAIA;;;20110;1995;8;3;1995/8/3;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;PS13;355;4;00000732A;IZENA0733;ABIZENA10733;ABIZENA20733;HELBIDEA00733;PASAI TRINTXERPE;PASAIA;;;20110;1989;6;17;1989/6/17;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;PS14;376;4;00000733A;IZENA0734;ABIZENA10734;ABIZENA20734;HELBIDEA00734;PASAI TRINTXERPE;PASAIA;;;20110;1988;4;27;1988/4/27;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V1;382;4;00000734A;IZENA0735;ABIZENA10735;ABIZENA20735;HELBIDEA00735;PASAI TRINTXERPE;PASAIA;;;20110;2003;11;6;2003/11/6;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V1S1;544;2;00000735A;IZENA0736;ABIZENA10736;ABIZENA20736;HELBIDEA00736;PASAI TRINTXERPE;PASAIA;;;20110;1965;11;1;1965/11/1;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V1S2;546;4;00000736A;IZENA0737;ABIZENA10737;ABIZENA20737;HELBIDEA00737;PASAI TRINTXERPE;PASAIA;;;20110;1991;10;11;1991/10/11;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V1S3;5;4;00000737A;IZENA0738;ABIZENA10738;ABIZENA20738;HELBIDEA00738;PASAI TRINTXERPE;PASAIA;;;20110;1991;6;3;1991/6/3;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V1S4;289;4;00000738A;IZENA0739;ABIZENA10739;ABIZENA20739;HELBIDEA00739;PASAI TRINTXERPE;PASAIA;;;20110;1975;12;11;1975/12/11;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V1S5;172;4;00000739A;IZENA0740;ABIZENA10740;ABIZENA20740;HELBIDEA00740;PASAI TRINTXERPE;PASAIA;;;20110;1973;7;20;1973/7/20;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V1S6;135;4;00000740A;IZENA0741;ABIZENA10741;ABIZENA20741;HELBIDEA00741;PASAI TRINTXERPE;PASAIA;;;20110;1984;5;4;1984/5/4;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V1S7;485;3;00000741A;IZENA0742;ABIZENA10742;ABIZENA20742;HELBIDEA00742;PASAI TRINTXERPE;PASAIA;;;20110;1967;7;5;1967/7/5;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V1S8;62;3;00000742A;IZENA0743;ABIZENA10743;ABIZENA20743;HELBIDEA00743;PASAI TRINTXERPE;PASAIA;;;20110;1954;9;18;1954/9/18;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V1S9;187;3;00000743A;IZENA0744;ABIZENA10744;ABIZENA20744;HELBIDEA00744;PASAI TRINTXERPE;PASAIA;;;20110;1962;6;13;1962/6/13;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V1S10;441;3;00000744A;IZENA0745;ABIZENA10745;ABIZENA20745;HELBIDEA00745;PASAI TRINTXERPE;PASAIA;;;20110;2005;4;29;2005/4/29;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V1S11;381;4;00000745A;IZENA0746;ABIZENA10746;ABIZENA20746;HELBIDEA00746;PASAI TRINTXERPE;PASAIA;;;20110;1978;9;9;1978/9/9;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V1S12;244;4;00000746A;IZENA0747;ABIZENA10747;ABIZENA20747;HELBIDEA00747;PASAI TRINTXERPE;PASAIA;;;20110;1985;6;4;1985/6/4;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V1S13;72;3;00000747A;IZENA0748;ABIZENA10748;ABIZENA20748;HELBIDEA00748;PASAI TRINTXERPE;PASAIA;;;20110;1961;3;26;1961/3/26;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V1S14;195;4;00000748A;IZENA0749;ABIZENA10749;ABIZENA20749;HELBIDEA00749;PASAI TRINTXERPE;PASAIA;;;20110;1976;11;22;1976/11/22;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V2;383;4;00000749A;IZENA0750;ABIZENA10750;ABIZENA20750;HELBIDEA00750;PASAI TRINTXERPE;PASAIA;;;20110;1961;3;27;1961/3/27;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V2S1;251;4;00000750A;IZENA0751;ABIZENA10751;ABIZENA20751;HELBIDEA00751;PASAI TRINTXERPE;PASAIA;;;20110;2002;3;15;2002/3/15;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V2S2;250;3;00000751A;IZENA0752;ABIZENA10752;ABIZENA20752;HELBIDEA00752;PASAI TRINTXERPE;PASAIA;;;20110;1973;4;13;1973/4/13;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V2S3;139;3;00000752A;IZENA0753;ABIZENA10753;ABIZENA20753;HELBIDEA00753;PASAI TRINTXERPE;PASAIA;;;20110;1988;8;25;1988/8/25;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V2S4;179;2;00000753A;IZENA0754;ABIZENA10754;ABIZENA20754;HELBIDEA00754;PASAI TRINTXERPE;PASAIA;;;20110;1959;10;5;1959/10/5;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V2S5;493;2;00000754A;IZENA0755;ABIZENA10755;ABIZENA20755;HELBIDEA00755;PASAI TRINTXERPE;PASAIA;;;20110;1955;5;23;1955/5/23;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V2S6;449;4;00000755A;IZENA0756;ABIZENA10756;ABIZENA20756;HELBIDEA00756;PASAI TRINTXERPE;PASAIA;;;20110;1963;1;14;1963/1/14;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V2S7;557;4;00000756A;IZENA0757;ABIZENA10757;ABIZENA20757;HELBIDEA00757;PASAI TRINTXERPE;PASAIA;;;20110;1992;6;25;1992/6/25;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V2S8;366;4;00000757A;IZENA0758;ABIZENA10758;ABIZENA20758;HELBIDEA00758;PASAI TRINTXERPE;PASAIA;;;20110;1985;8;22;1985/8/22;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V2S9;440;3;00000758A;IZENA0759;ABIZENA10759;ABIZENA20759;HELBIDEA00759;PASAI TRINTXERPE;PASAIA;;;20110;1989;10;16;1989/10/16;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V2S10;119;3;00000759A;IZENA0760;ABIZENA10760;ABIZENA20760;HELBIDEA00760;PASAI TRINTXERPE;PASAIA;;;20110;1970;3;28;1970/3/28;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V2S11;342;2;00000760A;IZENA0761;ABIZENA10761;ABIZENA20761;HELBIDEA00761;PASAI TRINTXERPE;PASAIA;;;20110;1956;11;4;1956/11/4;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V2S12;240;3;00000761A;IZENA0762;ABIZENA10762;ABIZENA20762;HELBIDEA00762;PASAI TRINTXERPE;PASAIA;;;20110;1967;7;24;1967/7/24;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V2S13;325;3;00000762A;IZENA0763;ABIZENA10763;ABIZENA20763;HELBIDEA00763;PASAI TRINTXERPE;PASAIA;;;20110;1969;9;30;1969/9/30;2021-05-05
PASAIA;4;3;U;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;V2S14;349;4;00000763A;IZENA0764;ABIZENA10764;ABIZENA20764;HELBIDEA00764;PASAI TRINTXERPE;PASAIA;;;20110;1987;4;1;1987/4/1;2021-05-05
PASAIA;4;4;A;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;P;487;4;00000764A;IZENA0765;ABIZENA10765;ABIZENA20765;HELBIDEA00765;PASAI TRINTXERPE;PASAIA;;;20110;1961;6;11;1961/6/11;2021-05-05
PASAIA;4;4;A;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;PS1;344;4;00000765A;IZENA0766;ABIZENA10766;ABIZENA20766;HELBIDEA00766;PASAI TRINTXERPE;PASAIA;;;20110;1969;1;19;1969/1/19;2021-05-05
PASAIA;4;4;A;ESCUELA NTRA. SRA.DEL CARMEN;;;. KARMENGO AMA PLAZA 2;PASAI TRINTXERPE;;;PS2;464;4;00000766A;IZENA0767;ABIZENA10767;ABIZENA20767;HELBIDEA00767;PASAI TRINTXERPE;PASAIA;;;20110;1968;4;4;1968/4/4;2021-05-05
